@RELATION "prosodic features"
    
    @ATTRIBUTE meanpitch numeric
    @ATTRIBUTE pitchrange numeric
    @ATTRIBUTE pitchsd numeric
    @ATTRIBUTE meanintensity numeric
    @ATTRIBUTE intensityrange numeric
    @ATTRIBUTE speakingrate numeric
    @ATTRIBUTE class {1,2,3,4}
    
    @DATA
    0.04972424472511828,2.2601153680667068,0.4812407074841371,-0.006971313450627139,-0.594475284740209,1.2,1
0.16412941831069522,2.412453169083899,0.5411311398126385,0.06345583180573985,-0.7093748919387788,1.6666666666666667,1
-0.11672189731584583,0.8719529144592488,-0.09217016294271906,0.0016603989986886298,-0.24326585552744126,1.0,1
-0.028850071835902297,1.0281862124391536,-0.061574709885252314,-0.010808212037209958,-0.3310902696426525,1.0,1
0.3815379669891116,1.0523779943812968,-0.14965726356719034,0.10449964658818368,-0.3527674102780844,1.2,1
-0.14983327554013837,2.147160059189611,0.3785808880358251,0.017010890260551085,-0.642163298876449,1.0,1
0.2276099914170015,1.0248989825044876,-0.09521579731491893,0.08738453061844452,-0.33785002739580694,1.1666666666666667,1
0.2956260905192285,0.9729124073507239,-0.12805317853032178,0.07355110720205406,-0.322611919372019,1.4615384615384615,1
0.0035261624851246477,1.3001311365720745,0.04681308996036124,0.0665644991804319,-0.26195612392505363,1.0,1
-0.11465940410827662,0.9878322339142271,-0.046406295261504096,0.05988840018951372,-0.39742367956670377,1.1666666666666667,1
0.028867201296442307,1.155184073469118,-0.0017456113578330087,-0.0066402359496273555,-0.2405173078362872,1.4545454545454546,1
0.0473157743234394,1.1179234419229722,-0.028474729035974894,0.09974500344358078,-0.44734310984311354,1.0,1
0.08310340255595937,0.6623063480829088,-0.28033346189353725,0.037271330224177404,-0.4947402809318941,1.3636363636363635,1
0.16343512036677502,1.3694631380658555,0.09057739942985313,0.051412732305637615,-0.2573544218936037,1.0,1
0.184331490023206,1.0737779107013539,-0.004926744871417385,0.05099563465968556,-0.2753038088591153,1.5,1
0.28930523458055585,1.0981182422500892,-0.010320732278196116,0.15186957550069421,-0.31358919204779734,1.4,1
0.14699823410368082,1.1352465350925705,0.012984444294610206,0.07711948108628985,-0.19765141027176952,1.7142857142857142,1
0.33278456170312487,1.280423188836677,0.04728521670553933,0.07694085551794064,-0.37292457999867284,1.375,1
0.14876630214306855,1.01122121727954,-0.05897331829571081,0.03550740130119044,-0.3083587043789384,1.0,1
0.2406617154621124,1.595559947374623,0.022967668432033905,-0.0979393341060081,-0.2057936742321843,1.0,1
6.803741177195329e-05,0.44756183033305613,-0.39145126291244214,-0.028959792744499696,-0.6080805102240937,1.0,1
0.16159476887015936,0.849219457222969,-0.15201865037060472,0.025474130731956753,-0.6890309796220081,1.6666666666666667,1
-0.009323561210007136,1.0034576675113733,-0.04449387156860574,-0.0905300256394509,-0.15460201773075397,1.1666666666666667,1
-0.07649428502654233,2.362140988365068,0.44877064276020473,-0.0004887503729603311,-0.5984864170778803,1.1666666666666667,1
0.014535765857106381,0.37486040064258763,-0.4406057588643673,-0.020175361374108525,-0.6685769948212931,1.1666666666666667,1
-0.1428326756370088,0.9483308764550908,-0.06356682750963726,-0.006158427791992645,-0.6688670531286972,1.2,1
0.025215120469986484,0.5784691833342466,-0.31290994930701005,0.008124635976044807,-0.621784780746942,1.3333333333333333,1
0.08605173628980148,0.8945358152956963,-0.2175651491039969,0.02198026208814292,-0.6454629279474626,1.1666666666666667,1
0.09392763312090688,0.6568428560039816,-0.3482732856644428,0.0296813154653839,-0.6255934526525049,1.4545454545454546,1
0.22763038825311382,0.6131068222034802,-0.46788309603810013,0.06904978939419529,-0.689994242259932,1.5,1
0.12246911923934992,0.5810695018230072,-0.37043716343829464,0.013360645026720012,-0.6420330608555326,1.3333333333333333,1
-0.0739285538146746,0.5528102618865369,-0.31404347249347037,0.03400269461726643,-0.6008411202079633,1.0,1
-0.12010099653315313,0.6291866719357568,-0.2758539267559275,0.036680949798959195,-0.6777541641574529,1.2222222222222223,1
0.19085389557614338,0.5441739683204044,-0.47936744483076094,0.03471533905474869,-0.5993644432454343,1.0,1
0.012454179791134654,0.7558374981680864,-0.20873368052613311,-0.016602156249881844,0.010763221793058329,1.1666666666666667,1
0.06673612193356446,0.6312545251265476,-0.36115097733317425,0.052334134457406804,-0.6431819787655343,1.2727272727272727,1
0.08716271557657729,0.49585706934732326,-0.43206478159710493,-0.023948702061872298,-0.5649950691405303,1.0,1
-0.39012398060939774,0.6963533753157846,-0.24519861822584374,-0.005584862948924922,-0.6129880313172081,1.0,1
