@RELATION "prosodic features"
    
    @ATTRIBUTE meanpitch numeric
    @ATTRIBUTE pitchrange numeric
    @ATTRIBUTE pitchsd numeric
    @ATTRIBUTE meanintensity numeric
    @ATTRIBUTE intensityrange numeric
    @ATTRIBUTE speakingrate numeric
    @ATTRIBUTE class {1,2,3,4}
    
    @DATA
    0.009426640149409082,2.134963604988255,0.4243777240753181,-0.008142013971442225,-0.5949533655870048,1.2,3
0.11943994180315863,2.2814533478147636,0.4819690373999765,0.06220210337571335,-0.7097175154399703,1.6666666666666667,1
-0.13023137113101235,0.8433219557563647,-0.10605514817566301,-0.006263294725940958,-0.24925204565511744,1.0,3
-0.04370351888192868,0.9971657122750889,-0.07592764340162701,-0.018633272078089288,-0.3363817195572888,1.0,4
0.3604077579043612,1.0209874881639895,-0.1626630008280221,0.0957624369238353,-0.3578873818918988,1.2,1
-0.18247011579400968,2.0263445095450483,0.3256588870618979,0.01581191666086601,-0.6425851594108387,1.0,4
0.22447468362476253,1.019727403906455,-0.0975266101795966,0.08126968424010658,-0.3415735909079644,1.1666666666666667,3
-0.11692055812990587,0.9827553235467407,-0.04884176727134459,0.0539281767700623,-0.4008122339620639,1.1666666666666667,2
0.02623948127464585,1.1496797476111495,-0.0042951464587438724,-0.012226339287087334,-0.2447882164788318,1.4545454545454546,2
0.04464093676824745,1.1125142794713356,-0.030955998147262118,0.09356064863436023,-0.45045094510109474,1.0,3
0.08835984273439214,0.6703737346835851,-0.276840827582677,0.022531090111211065,-0.5019203208707828,1.3636363636363635,1
0.16046371477040974,1.3634115448952706,0.08779207197049829,0.045500171332730516,-0.26153064796249015,1.0,3
0.1813067152370562,1.0684814956442477,-0.007468155378391227,0.04508541921217261,-0.27937909754955936,1.5,2
0.2860123575456525,1.092759662147322,-0.01284836657703712,0.14539210106204084,-0.3174491850170475,1.4,4
0.14406880820603185,1.1297931295756445,0.010397288729064714,0.07106235964258885,-0.2021633729031248,1.7142857142857142,3
0.3293806387545504,1.274599003107047,0.044610457194301234,0.07088473856517999,-0.37645090371670387,1.375,1
0.14583236061135024,1.0060845716033557,-0.06137669421190602,0.0296842830718117,-0.3122481107044377,1.0,4
0.22469645840836613,1.5621593989077838,0.009803772439558878,-0.09346527904921698,-0.20185455687313678,1.0,3
0.027557373122956818,0.48735163625436895,-0.3747238004752744,-0.017407885504110397,-0.6034180693099445,1.0,1
0.17708911655590834,0.8738859329900163,-0.14070754755376932,0.021326096231100072,-0.6902888467749364,1.6666666666666667,1
-0.02207192267329367,0.9776764926274492,-0.05678964951251938,-0.086019221774885,-0.15040899916716965,1.1666666666666667,4
-0.11194651766041197,2.23307258896614,0.3931541446406107,-0.0016670933114356894,-0.5989597691240076,1.1666666666666667,3
0.04242278275530463,0.4126518285209258,-0.42522942894057697,-0.008518950802557343,-0.6646342458140441,1.1666666666666667,4
-0.13139904240752934,0.9743193853703281,-0.05107587838703798,-0.01017850885143579,-0.6702064831999484,1.2,1
-0.00043306905176968973,0.5389800303164398,-0.3300991376898425,0.006465812494779297,-0.6224071167798885,1.3333333333333333,4
0.05888157443145552,0.8471395053152277,-0.23713961395875635,0.020298639800934007,-0.6460463026603824,1.1666666666666667,1
0.06656043701038818,0.6153929995493899,-0.36457777625565346,0.027987021443235904,-0.6262095216881338,1.4545454545454546,4
0.19691830038793612,0.5727511264391161,-0.4811952633364993,0.06729071632921449,-0.6905043427097328,1.5,3
0.09438789011216753,0.5415152956665128,-0.38618717202243136,0.011693205929436975,-0.642622079259586,1.3333333333333333,3
-0.09709642901296417,0.5139630276885707,-0.331204303103448,0.03230128996122181,-0.6014979180868423,1.0,3
-0.14211375848946955,0.5884287005658343,-0.2939701594929994,0.034975138195176496,-0.6782844051020342,1.2222222222222223,3
0.16106185896195774,0.5055427915036912,-0.49239230388673677,0.033012761774522,-0.6000236709294506,1.0,3
0.01736775020086416,0.7643588034750308,-0.20489356326336036,-0.030576822203791213,-0.00360032239490756,1.1666666666666667,3
0.040049186012727896,0.5904448215011386,-0.3771333019029055,0.05060256624641365,-0.6437691066771436,1.2727272727272727,3
0.05996475993453361,0.4584346544355232,-0.4462730290437479,-0.025554750316383875,-0.565710850074777,1.0,3
-0.4053814767365848,0.6539150694448913,-0.26408176626423024,-0.0072211280699227,-0.6136248420033791,1.0,3
-0.17296224377972344,0.49036926054350344,-0.31609976560333714,0.00820976161078135,-0.6340411909230939,1.25,1
0.35850028711863313,1.086116611656851,-0.07871901700316711,0.12371679383682924,-0.5000158025635019,1.0,3
0.1443085530979582,1.4603292785009547,0.17028318776951543,0.09316606650988356,0.46465760666576744,1.3333333333333333,3
0.014590403851070653,1.6563997734395277,0.23805638964440498,-0.05494695990942268,0.3612276756772931,1.3333333333333333,3
0.33954374089364686,1.1061608009888169,-0.06210981408560622,0.04199262938519626,-0.24010026624654512,1.0,4
-0.2520643043178177,0.48315166417331157,-0.30555551590785157,-0.07927393762617013,-0.4683198547848244,1.0,3
0.35082255949595365,1.6907073342676757,0.27298449325624813,0.05982393134620481,0.3649346373315358,1.0,3
-0.30225478190357147,2.4316683522123608,0.32331408224549213,0.056302474831023824,-0.6380338207050839,1.2,4
0.1859621977052679,1.3207525166496863,0.10887384170273003,-0.004118016606545114,0.45860327922699373,1.0,3
0.47892928958086844,0.9829731124521116,-0.2474931152022572,0.09381845068130733,-0.41656909252718105,1.0,3
-0.07997397324026759,1.3992248275196797,0.12508081445090533,0.05502229314844368,0.4485565680242918,2.0,4
-0.00013027810081958367,1.5686420827244636,0.20647173405764097,0.023006796372503097,0.3408718242789372,1.625,3
0.08336852432912122,0.9837015951509931,-0.06276409082724693,0.08754946120582593,-0.45188595480375415,2.0,4
0.03702229962935055,0.8809751192954179,-0.08601722268021325,-0.04487624430107291,-0.6177676025302359,1.0,3
-0.203316193800795,0.8376747398783555,-0.10575938306663389,-0.00021135143612253254,-0.6736490813240514,1.1666666666666667,3
-0.03478946356099463,1.402469689667256,0.11752513440199432,-0.0629144828276063,0.4449171184405684,1.0,3
-0.07245515333432381,0.9882555977666851,-0.047040968469300184,0.0004895883135798261,0.2874097213359171,1.0,3
0.10493209842899817,1.6611531672795874,0.23431935981368457,-0.028338569592383792,0.3343598887212135,1.0,3
